survey_date,panel,slug,subquestion,question_id,economist_last,economist_first,economist_id,question_text,response,confidence,explanation,signed
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Cutler,David,david_cutler,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,6,NA,-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Deaton,Angus,angus_deaton,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,6,NA,-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Duffie,Darrell,darrell_duffie,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Uncertain,2,NA,0
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Edlin,Aaron,aaron_edlin,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,7,NA,-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Eichengreen,Barry,barry_eichengreen,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,10,Previous answer squared...,-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Einav,Liran,liran_einav,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,5,NA,-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Fair,Ray,ray_fair,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,5,NA,-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Finkelstein,Amy,amy_finkelstein,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Did Not Answer,NA,NA,NA
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Goldberg,Pinelopi,pinelopi_goldberg,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Did Not Answer,NA,NA,NA
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Goolsbee,Austan,austan_goolsbee,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,10,"oh, please",-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Greenstone,Michael,michael_greenstone,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,7,NA,-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Hall,Robert,robert_hall,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Did Not Answer,NA,NA,NA
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Hart,Oliver,oliver_hart,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,6,"Many forces are responsible for working-class people being left behind, including automation. It is hard to turn the clock back.",-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Holmström,Bengt,bengt_holmstrm,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",No Opinion,NA,NA,NA
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Hoxby,Caroline,caroline_hoxby,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Did Not Answer,NA,NA,NA
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Hoynes,Hilary,hilary_hoynes,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,9,NA,-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Judd,Kenneth,kenneth_judd,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,8,NA,-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Kaplan,Steven,steven_kaplan,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Uncertain,8,"Trade proposals negative; energy proposals positive.  Net effect uncertain.  Regulatory relief also positive, but not among 7 actions.",0
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Kashyap,Anil,anil_kashyap,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Uncertain,3,"if lower quality imports are restricted probably hurts the poor more, but as with the first question there are offsetting effects",0
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Klenow,Pete,pete_klenow,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,6,NA,-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Levin,Jonathan,jonathan_levin,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Did Not Answer,NA,NA,NA
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Maskin,Eric,eric_maskin,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,7,NA,-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Nordhaus,William,william_nordhaus,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,3,Will raise cost of living with few offsets.,-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Saez,Emmanuel,emmanuel_saez,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Uncertain,6,NA,0
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Samuelson,Larry,larry_samuelson,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,6,"As before, the proposals are too vague to assess with confidence, but have an apparent isolationist theme that is not encouraging.",-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Scheinkman,José,jos_scheinkman,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,8,"Most low skilled workers would be hurt by higher cost of imports, disruption of global supply chains caused by tariffs and retaliations.",-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Schmalensee,Richard,richard_schmalensee,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Disagree,4,"These are not the most important of his proposals, of course.",-1
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Shapiro,Carl,carl_shapiro,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Did Not Answer,NA,NA,NA
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Shimer,Robert,robert_shimer,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,7,NA,-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Thaler,Richard,richard_thaler,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,1,NA,-2
2016-11-16,US,100_day_plan,B,2016_11_16_100_day_plan_B,Udry,Christopher,christopher_udry,"If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan are enacted, it will more likely than not improve the economic prospects of low-skilled Americans over the next decade.",Strongly Disagree,9,"The protectionism of pts 1-4 will benefit some workers, but will hurt most. Even worse if it devolves into trade war.",-2
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Acemoglu,Daron,daron_acemoglu,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,1,That's my median expectation. Not because of direct effect of less trade but because of worse policies that will result from brexit politics,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Altonji,Joseph,joseph_altonji,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Auerbach,Alan,alan_auerbach,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,3,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Autor,David,david_autor,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,5,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Baicker,Katherine,katherine_baicker,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Did Not Answer,NA,NA,NA
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Banerjee,Abhijit,abhijit_banerjee,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Bertrand,Marianne,marianne_bertrand,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,3,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Brunnermeier,Markus,markus_brunnermeier,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Chetty,Raj,raj_chetty,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Did Not Answer,NA,NA,NA
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Chevalier,Judith,judith_chevalier,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,Effects on investment and productivity have already been measurable.,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Cutler,David,david_cutler,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,4,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Deaton,Angus,angus_deaton,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Strongly Agree,6,NA,2
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Duffie,Darrell,darrell_duffie,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,2,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Edlin,Aaron,aaron_edlin,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Uncertain,6,We don’t know yet what trade agreements will replace it.,0
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Eichengreen,Barry,barry_eichengreen,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,5,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Einav,Liran,liran_einav,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,1,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Fair,Ray,ray_fair,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,4,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Finkelstein,Amy,amy_finkelstein,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,2,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Goldberg,Pinelopi,pinelopi_goldberg,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Uncertain,5,NA,0
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Goolsbee,Austan,austan_goolsbee,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Strongly Agree,10,"""The doctor says I wouldn't have so many nose bleeds if I kept my finger out of there""
--Ralph Wiggum",2
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Greenstone,Michael,michael_greenstone,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,4,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Hall,Robert,robert_hall,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Uncertain,1,This is an incredibly complicated issue with forces going in both directions. Pretense to expertise would be misplacedl,0
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Hart,Oliver,oliver_hart,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Holmström,Bengt,bengt_holmstrm,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Hoxby,Caroline,caroline_hoxby,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Did Not Answer,NA,NA,NA
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Hoynes,Hilary,hilary_hoynes,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Judd,Kenneth,kenneth_judd,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Uncertain,6,"""Several""? Outcome is uncertain. E.g., a free-trade agreement with US -- join NAFTA? -- may help them.",0
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Kaplan,Steven,steven_kaplan,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Uncertain,8,"Short-term minuses, medium and long-term pluses offset.",0
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Kashyap,Anil,anil_kashyap,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,No Opinion,NA,FPC appointment rules out answering this.,NA
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Klenow,Pete,pete_klenow,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Uncertain,3,NA,0
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Levin,Jonathan,jonathan_levin,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,1,GDP effects ten years out? Not easy to forecast.,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Maskin,Eric,eric_maskin,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,4,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Nordhaus,William,william_nordhaus,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Obstfeld,Maurice,maurice_obstfeld,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Strongly Agree,6,NA,2
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Saez,Emmanuel,emmanuel_saez,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Uncertain,3,NA,0
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Samuelson,Larry,larry_samuelson,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,"We can expect Brexit to have a negative effect on the UK economy, though the magnitude is much more difficult to predict.",1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Scheinkman,José,jos_scheinkman,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Uncertain,7,"While impact is most likely negative, magnitude is still very uncertain and will depend on UK's future policy choices.",0
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Schmalensee,Richard,richard_schmalensee,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,4,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Shapiro,Carl,carl_shapiro,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,8,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Shimer,Robert,robert_shimer,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,5,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Stock,James,james_stock,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,5,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Thaler,Richard,richard_thaler,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,1,Very unsure of the magnitudes but confident about the sign.,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,Udry,Christopher,christopher_udry,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,Agree,6,NA,1
2021-01-13,US,after_brexit,A,2021_01_13_after_brexit_A,NA,NA,_,The UK economy is likely to be at least several percentage points smaller in 2030 than it would have been if the country had remained in the European Union.,NA,NA,NA,NA
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Acemoglu,Daron,daron_acemoglu,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,1,"Same answer. Uncertain. EU policies may be worse without written, but even less clear in this case. Loss of trade with UK less important.",0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Altonji,Joseph,joseph_altonji,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,4,"The UK accounted for just 15.2% of EU output in 2017, so the negative effect on remaining EU states will be less than the effect on the UK.",-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Auerbach,Alan,alan_auerbach,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,3,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Autor,David,david_autor,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Agree,5,NA,1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Baicker,Katherine,katherine_baicker,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Did Not Answer,NA,NA,NA
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Banerjee,Abhijit,abhijit_banerjee,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,5,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Bertrand,Marianne,marianne_bertrand,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,1,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Brunnermeier,Markus,markus_brunnermeier,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,5,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Chetty,Raj,raj_chetty,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Did Not Answer,NA,NA,NA
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Chevalier,Judith,judith_chevalier,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,3,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Cutler,David,david_cutler,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,4,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Deaton,Angus,angus_deaton,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Agree,4,NA,1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Duffie,Darrell,darrell_duffie,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,2,"Whatever the correct cost to the UK, the proportional cost to the EU would likely be smaller because the EU is much bigger.",-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Edlin,Aaron,aaron_edlin,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,6,We don’t know yet what trade agreements will replace it.,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Eichengreen,Barry,barry_eichengreen,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,5,NA,-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Einav,Liran,liran_einav,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,1,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Fair,Ray,ray_fair,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,4,NA,-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Finkelstein,Amy,amy_finkelstein,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,5,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Goldberg,Pinelopi,pinelopi_goldberg,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,5,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Goolsbee,Austan,austan_goolsbee,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Agree,6,It's not good but is it 'at least several percentage points' worth?,1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Greenstone,Michael,michael_greenstone,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,3,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Hall,Robert,robert_hall,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,1,See previous question,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Hart,Oliver,oliver_hart,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,6,NA,-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Holmström,Bengt,bengt_holmstrm,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,5,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Hoxby,Caroline,caroline_hoxby,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Did Not Answer,NA,NA,NA
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Hoynes,Hilary,hilary_hoynes,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,6,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Judd,Kenneth,kenneth_judd,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,6,"I doubt rest of EU will take a big hit. Unfortunately, serious quantitative analysis of these questions is opposed by the economic elite.",-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Kaplan,Steven,steven_kaplan,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,8,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Kashyap,Anil,anil_kashyap,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,No Opinion,NA,FPC appointment rules out answering this.,NA
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Klenow,Pete,pete_klenow,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,3,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Levin,Jonathan,jonathan_levin,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,1,NA,0
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Maskin,Eric,eric_maskin,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Agree,4,NA,1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Nordhaus,William,william_nordhaus,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,6,NA,-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Obstfeld,Maurice,maurice_obstfeld,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,6,The EU27 will suffer far less than the UK ... a much smaller proportion of their foreign trade is at stake.,-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Saez,Emmanuel,emmanuel_saez,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Disagree,3,NA,-1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Samuelson,Larry,larry_samuelson,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Agree,6,"Again, We can expect Brexit to have a negative effect, but its magnitude, and whether it will be several percentage points, is less clear.",1
2021-01-13,US,after_brexit,B,2021_01_13_after_brexit_B,Scheinkman,José,jos_scheinkman,The aggregate economy of the 27 countries still in the EU is likely to be at least several percentage points smaller in 2030 than if the UK had not left.,Uncertain,7,"While impact in Europe will also be negative, magnitude will be a fraction of UK's.",0
